id,keyword,text,target,country,region,sub-region
526,arsonist,"Tow-trucks and cigarette butts Toe-tags and body-bags Gunshots and raindrops-- At night, the city burned The sun w… https://t.co/kZP4lAixEj",0,United States,Americas,Northern America
530,attack,Where are the nationalist news anchors when it is time to question the motive of Davinder Singh ? A dubious officer who was…,0,India,Asia,Southern Asia
531,attack,Warren is disappointed that Bernie is sending out people to challenge her and Bernie says Warren is doing the same to him. Th…,0,United States,Americas,Northern America
534,attack,Let me tell you something cause every time I post anything political I get attack all type of crazy .If you are a conservati…,0,United States,Americas,Northern America
537,attack,"Two militants were being escorted to Delhi by a police officer, possibly intending to commit a terrorist attack on Jan…",1,India,Asia,Southern Asia
538,attack,"In one week, I watched democrats... Attack a man who stopped a church shooting. Mourn over an Iranian terrorist. Blam…",1,United States,Americas,Northern America
542,attack,"“Use Edited clips, Coordinated, vicious attack, ill-informed, malicious” seemed like appraisal discussion at India Today…",0,Australia,Oceania,Australia and New Zealand
544,attack,मुस्लिम महिला छात्रों से गुंडागर्दी/POLICE ATTACK ON WOMEN STUDENT https://t.co/RKIDl9ohGA via,1,India,Asia,Southern Asia
545,attack,#Drone strikes by birds are surprisingly common and occur in many parts of the world. What professional dronists sa… https://t.co/aZTJJe5diz,1,Greece,Europe,Southern Europe
550,attack,Boris currently in BBC breakfast referring to the POTUS as “Trump” and suggesting there was no reason for the UK to be…,0,Ireland,Europe,Northern Europe
552,attack,Genuinely Could NOT Agree With You More! I Have Been Abused by Harlow Council For 9+ Yrs C… https://t.co/0Iv4nGQ2aq,0,United Kingdom,Europe,Northern Europe
558,attack,BREAKING: #IranAttacks - we have just discovered an Interview from the Danish TV2 who has met with a soldier that was o…,0,United States,Americas,Northern America
559,attack,"Trolls launch mala fide campaign against India Today, use edited clips. This co-ordinated, vicious attack against …",0,India,Asia,Southern Asia
560,attack,"🤦🏻‍♂️👉 WELCOME 2 OREGON, THE LIBERAL STATE, 👉WHERE U CAN ATTACK A SECURITY GUARD W/ MACHETE WHILE USING…",0,United States,Americas,Northern America
561,attack,"At 8:07am local time two years ago today, human error, this text alert, escalating US-North Korea tensions, and the lack…",0,Lithuania,Europe,Northern Europe
562,attack,Not going to repost the hate speech from the president* today but find it vile that he would dress the Speaker in Muslim garb…,0,United States,Americas,Northern America
563,attack,"Along with several other soldiers, the Danish sergeant waited several hours in a bunker in #Iraq for the #Iranian attac…",0,United States,Americas,Northern America
565,attack,#Alert- This has raised serious questions on national security. I had raised this even during the Uri attack that they enter…,0,India,Asia,Southern Asia
569,attack,"Six hours before Iran sent missiles to two military bases in Iraq, the Danish govt and the Defense Force knew about the…",0,United States,Americas,Northern America
571,attack,#Kashmir DSP Davinder Singh's dramatic arrest with 2 militants has created big national security questions for India: E…,0,Germany,Europe,Western Europe
573,attack,"It is indeed incredible that 9 days after the attack on JNU, the exposes done by the media, the confession on national TV b…",0,India,Asia,Southern Asia
574,attack,"""Make no mistake. This is a full-on attack on our 2020 election."" — on The New York Times report that Russians…",0,United States,Americas,Northern America
575,attack,"Suddenly the first layer comes. 9 rockets, a ton each. It cannot be described. I've never experienced anything like it,…",0,United States,Americas,Northern America
580,attack,Statement Following the Conclusion of Pensacola Naval Air Station Attack Investigation ⁦⁩ https://t.co…,0,Saudi Arabia,Asia,Western Asia
581,attack,Ending 2019 with a long-awaited paper from &amp; Gorman Lab at showing hydrogel injection attenuate…,0,United States,Americas,Northern America
582,attack,This plank row hellset will attack you abs. https://t.co/5DIIh4wBIe,0,Nigeria,Africa,Sub-Saharan Africa
583,attack,‘Yehi Hai Wo Sanghi Ka Room.’ Bachelors Student From JNU Recalls January 5 Attack By ‘Leftist’ Mob https://t.co/jHAfGbcqYW vi…,0,India,Asia,Southern Asia
585,attack,"They accepted responsibility, expressed regret and paid compensation ... all in a very short ti… https://t.co/WW071qrlWq",0,United Kingdom,Europe,Northern Europe
588,attack,Labour candidate in ‘embarrassing’ attempt to attack Nicola Sturgeon https://t.co/AahCOJUw0v,0,France,Europe,Western Europe
589,attack,"After the attack, the soldiers were surprised that the destruction was not greater. I would estimate that the nearest r…",1,United States,Americas,Northern America
599,attack,"I’m deeply troubled by the news of violent attack on individuals and properties at Bhainsa, Telangana. Such actions are…",1,United Kingdom,Europe,Northern Europe
604,attacked,I feel attacked. https://t.co/PrtvRimq6y,0,Germany,Europe,Western Europe
605,attacked,God is going to bless you in the same season the devil attacked you.,0,New Zealand,Oceania,Australia and New Zealand
613,attacked,Id love to know how actually its just a different type of homophobia that happened to Wilson. He was a… https://t.co/mpXLgZUniA,0,Australia,Oceania,Australia and New Zealand
614,attacked,"FT, emperor's got no clothes.. Biggest asset managers attacked over role in climate change Shareholders put pressure on BlackR…",0,United Kingdom,Europe,Northern Europe
618,attacked,Telangana experienced communal violence last night - at the stroke of midnight almost 500 Muslims attacked Hindus and the…,1,India,Asia,Southern Asia
621,attacked,Omg feeling attacked bc it’s true 🥺,0,United Kingdom,Europe,Northern Europe
627,attacked,Literally attacked https://t.co/Cg9nEEaDxb,0,United States,Americas,Northern America
629,attacked,"What kind of illusion are you under? bernie has been consistently attacked by the media, othe… https://t.co/DlWViUO6Nr",0,United States,Americas,Northern America
632,attacked,🔻 GDP % at 6 yr low 🔺 Inflation at 6 yr high 🔻 Nominal GDP% at 45 yr low 🔺 Unemployment at 45 yr high 🔺 Petrol @ 80 🔺 Oni…,0,India,Asia,Southern Asia
634,attacked,"It is with utmost acceptance of locusts' will, that we announce the decimation of CS Mwangi Kiunjuri 😂😂 He was attacked…",0,Kenya,Africa,Sub-Saharan Africa
635,attacked,"Congress demands Home Minister Amit Shah’s statement on Devinder Singh, asks What is DSP's connection to Parliament attack &amp;…",0,India,Asia,Southern Asia
636,attacked,I thought I'll get attacked by some people for saying this 😅,0,India,Asia,Southern Asia
637,attacked,Son and teenage girl arrested after couple attacked at Centurion home https://t.co/Wd9rbN13YV,0,Nigeria,Africa,Sub-Saharan Africa
639,attacked,"YOU’VE BEEN SELECTED | MIDNIGHT DEADLINE: After Iran attacked our troops, they need to know folks at home have their backs. We…",1,United States,Americas,Northern America
642,attacked,"#Bhainsa , 18 houses belonging to Hindus burnt and properties looted by Muslim mob : Local Muslim youth were enraged af…",0,India,Asia,Southern Asia
649,attacked,"Solidarity with , a long-time fierce warrior for women's rights around the globe, who's now being attacked by…",0,United Kingdom,Europe,Northern Europe
653,attacked,Remember when Brie Larson said we needed more diversity in critics for THIS exact reason and the internet attacked her... he…,0,Puerto Rico,Americas,Latin America and the Caribbean
654,attacked,Clinton admitted he could have killed bin Laden in 1998 but chose not to https://t.co/IEaIg9TThI We know what that inact…,0,United States,Americas,Northern America
660,attacked,"Largscale violence in #Bhainsa, dist Nirmal of #Telangana. #Peacefuls attacked Hindus, looted &amp; burnt property, pelted stones…",0,India,Asia,Southern Asia
661,attacked,I’m really sick and tired of them trying to sideline socialists like me. The LP is a broad church that…,0,United Kingdom,Europe,Northern Europe
666,avalanche,petition for KFC to bring back the avalanche,0,South Africa,Africa,Sub-Saharan Africa
668,avalanche,"1 BSF soldier killed in avalanche in Kashmir's Naugam sector, 6 other personnel rescued.",1,India,Asia,Southern Asia
670,avalanche,A skier caught in an avalanche in Banff National Park on Friday has died of her injuries https://t.co/tfqL1SiPVA https://t.co/gXX2rPjHS2,1,Canada,Americas,Northern America
671,avalanche,read everything Avalanche here! https://t.co/k1cBbCmrh3 #followtrain,0,United States,Americas,Northern America
672,avalanche,"Five soldiers were trapped under the #avalanche, efforts are on to trace one missing soldier https://t.co/qPWN5ug5w7 #Machil",1,India,Asia,Southern Asia
673,avalanche,Three Army soldiers were killed and another was missing after an avalanche hit their post in Machil sector along the LoC…,1,India,Asia,Southern Asia
674,avalanche,JUST IN: Avalanche strikes Indian Army post in Machil sector along LoC in Jammu &amp; Kashmir. 5 soldiers were believed to b…,1,India,Asia,Southern Asia
675,avalanche,"4 soldiers, 5 civilians killed in avalanches in Jammu and Kashmir. https://t.co/jhOYNZJ74W https://t.co/cy8dFRz6VW",1,India,Asia,Southern Asia
676,avalanche,Terrible news coming from J&amp;K's Machil sector where we have lost 3 soldiers and one soldier is still missing as their p…,1,India,Asia,Southern Asia
677,avalanche,"10 including 4 army soldiers, one BSF constable killed in #avalanches in #Kashmir https://t.co/00u3Qm1UCS #avalanche",1,India,Asia,Southern Asia
678,avalanche,Snowmobiler dies in Eastern Oregon avalanche - KTVZ https://t.co/CnJoXRE0pD,1,United States,Americas,Northern America
680,avalanche,#SRINAGAR: A BSF jawan lost his life while six others were rescued after an avalanche along the Line of Control (LoC) in Ka…,1,Turkey,Asia,Western Asia
681,avalanche,JUST IN: BSF lost a *Borderman* in avalanche on 13th Jan evening when at 8:30PM an avalanche hit a BSF deployment in Nau…,1,India,Asia,Southern Asia
682,avalanche,"Breaking News: At least 51 people have been killed in a snow avalanche in Neelum valley of Azad Kashmir , officials sa…",1,Pakistan,Asia,Southern Asia
684,avalanche,"Avalanche strikes #NeelumValley &amp; it's been 10 hours, our people couldnt make a headlines in #Pakistanimedia. Laiba… https://t.co/gPZVvMpud8",0,Pakistan,Asia,Southern Asia
685,avalanche,"Breaking News: At least 51 people have been killed in a snow avalanche in Neelum valley of Azad Kashmir , officials said in Muzaffarabad.",1,Pakistan,Asia,Southern Asia
686,avalanche,"We’re a team of Deaf Media Crew of Color (Actors/Filmmakers) who are traveling to Sundance with two ASL interpreters, w…",0,Brazil,Americas,Latin America and the Caribbean
688,avalanche,"কাশ্মীৰৰ মাছিল ছেক্টৰত হিমস্খলনত ৩ জোৱান ছহীদ, এজন সন্ধানহীন https://t.co/gIm5W8mC1b",0,India,Asia,Southern Asia
690,avalanche,BSF jawan killed in Naugam sector avalanche https://t.co/wXolbxFBIQ,1,Turkey,Asia,Western Asia
693,avalanche,#SRINAGAR: A BSF jawan lost his life while six others were rescued after an avalanche along the Line of Control (Lo… https://t.co/QVUJWgy3li,1,India,Asia,Southern Asia
696,avalanche,"Out of five soldiers trapped under the avalanche, one was rescued after the Army launched rescue operations. https://t.c…",1,United Kingdom,Europe,Northern Europe
697,avalanche,"And both my Senators are firmly on the Trump train. I STILL call and email and raise my voice, even whe…",0,United States,Americas,Northern America
698,avalanche,Apparently an avalanche has hit #NeelumValley in Azad Kashmir leading to multiple casualties. Mainstream media is yet to…,1,Pakistan,Asia,Southern Asia
704,battle,"Julia Gillard first proposed a carbon tax in 2011 and Tony Abbott fought it bitterly and viciously, from that moment and…",0,Australia,Oceania,Australia and New Zealand
715,battle,There's no battle to large that God can't take charge.,0,United States,Americas,Northern America
716,battle,wooseok didnt raise weak bitches in this fandom. seungwoo fought twice on this battle but agencies chose to ignore him. NOW…,0,"Korea, South",,
